,tripduration,starttime,stoptime,start station id,start station name,start station latitude,start station longitude,end station id,end station name,end station latitude,end station longitude,bikeid,usertype,birth year,gender
287,298,20/07/2013 20:52,20/07/2013 20:57,388,W 26 St & 10 Ave,40.74971775,-74.00295035,453,W 22 St & 8 Ave,40.74475148,-73.99915362,18983,Subscriber,1975,1
288,514,20/07/2013 20:54,20/07/2013 21:03,509,9 Ave & W 22 St,40.7454973,-74.00197139,388,W 26 St & 10 Ave,40.74971775,-74.00295035,17719,Subscriber,1951,2
289,212,20/07/2013 20:54,20/07/2013 20:58,388,W 26 St & 10 Ave,40.74971775,-74.00295035,509,9 Ave & W 22 St,40.7454973,-74.00197139,17299,Subscriber,1972,1
290,1521,20/07/2013 21:19,20/07/2013 21:44,388,W 26 St & 10 Ave,40.74971775,-74.00295035,358,Christopher St & Greenwich St,40.73291553,-74.00711384,19862,Customer,\N,0
291,1329,20/07/2013 21:22,20/07/2013 21:44,388,W 26 St & 10 Ave,40.74971775,-74.00295035,358,Christopher St & Greenwich St,40.73291553,-74.00711384,18735,Customer,\N,0
292,1325,20/07/2013 21:22,20/07/2013 21:44,388,W 26 St & 10 Ave,40.74971775,-74.00295035,358,Christopher St & Greenwich St,40.73291553,-74.00711384,17489,Customer,\N,0
293,797,20/07/2013 21:29,20/07/2013 21:42,490,8 Ave & W 33 St,40.751551,-73.993934,388,W 26 St & 10 Ave,40.74971775,-74.00295035,16427,Customer,\N,0
294,1398,20/07/2013 21:37,20/07/2013 22:00,388,W 26 St & 10 Ave,40.74971775,-74.00295035,482,W 15 St & 7 Ave,40.73935542,-73.99931783,16230,Customer,\N,0
295,809,20/07/2013 21:44,20/07/2013 21:58,388,W 26 St & 10 Ave,40.74971775,-74.00295035,458,11 Ave & W 27 St,40.751396,-74.005226,16427,Customer,\N,0
296,477,20/07/2013 21:49,20/07/2013 21:57,450,W 49 St & 8 Ave,40.76227205,-73.98788205,388,W 26 St & 10 Ave,40.74971775,-74.00295035,16637,Subscriber,1987,1
297,2182,20/07/2013 21:57,20/07/2013 22:33,358,Christopher St & Greenwich St,40.73291553,-74.00711384,388,W 26 St & 10 Ave,40.74971775,-74.00295035,18214,Subscriber,1969,2
298,279,20/07/2013 22:02,20/07/2013 22:07,388,W 26 St & 10 Ave,40.74971775,-74.00295035,521,8 Ave & W 31 St,40.75044999,-73.99481051,18997,Subscriber,1976,1
299,1318,20/07/2013 22:50,20/07/2013 23:12,388,W 26 St & 10 Ave,40.74971775,-74.00295035,325,E 19 St & 3 Ave,40.73624527,-73.98473765,18214,Customer,\N,0
300,162,20/07/2013 23:04,20/07/2013 23:07,462,W 22 St & 10 Ave,40.74691959,-74.00451887,388,W 26 St & 10 Ave,40.74971775,-74.00295035,19070,Subscriber,1972,1
301,814,20/07/2013 23:53,21/07/2013 00:07,388,W 26 St & 10 Ave,40.74971775,-74.00295035,379,W 31 St & 7 Ave,40.749156,-73.9916,19070,Subscriber,1964,1
302,1758,21/07/2013 01:07,21/07/2013 01:36,225,W 14 St & The High Line,40.74195138,-74.00803013,388,W 26 St & 10 Ave,40.74971775,-74.00295035,14806,Customer,\N,0
303,584,21/07/2013 04:10,21/07/2013 04:20,388,W 26 St & 10 Ave,40.74971775,-74.00295035,515,W 43 St & 10 Ave,40.76009437,-73.99461843,16637,Subscriber,1989,1
304,480,21/07/2013 06:37,21/07/2013 06:45,449,W 52 St & 9 Ave,40.76461837,-73.98789473,388,W 26 St & 10 Ave,40.74971775,-74.00295035,16378,Subscriber,1987,2
305,745,21/07/2013 06:54,21/07/2013 07:07,2022,E 59 St & Sutton Pl,40.75849116,-73.95920622,388,W 26 St & 10 Ave,40.74971775,-74.00295035,18427,Subscriber,1976,1
306,9749,21/07/2013 08:00,21/07/2013 10:43,388,W 26 St & 10 Ave,40.74971775,-74.00295035,494,W 26 St & 8 Ave,40.74734825,-73.99723551,14806,Customer,\N,0
307,1121,21/07/2013 08:18,21/07/2013 08:37,388,W 26 St & 10 Ave,40.74971775,-74.00295035,426,West St & Chambers St,40.71754834,-74.01322069,19521,Subscriber,1975,1
308,1084,21/07/2013 08:19,21/07/2013 08:37,388,W 26 St & 10 Ave,40.74971775,-74.00295035,426,West St & Chambers St,40.71754834,-74.01322069,17405,Subscriber,1975,1
309,344,21/07/2013 08:38,21/07/2013 08:43,494,W 26 St & 8 Ave,40.74734825,-73.99723551,388,W 26 St & 10 Ave,40.74971775,-74.00295035,16537,Subscriber,1966,1
310,1483,21/07/2013 09:32,21/07/2013 09:56,417,Barclay St & Church St,40.71291224,-74.01020234,388,W 26 St & 10 Ave,40.74971775,-74.00295035,19611,Customer,\N,0
311,1481,21/07/2013 09:58,21/07/2013 10:22,388,W 26 St & 10 Ave,40.74971775,-74.00295035,312,Allen St & E Houston St,40.722055,-73.989111,19611,Customer,\N,0
312,1657,21/07/2013 09:58,21/07/2013 10:26,507,E 25 St & 2 Ave,40.73912601,-73.97973776,388,W 26 St & 10 Ave,40.74971775,-74.00295035,19471,Subscriber,1966,1
313,1485,21/07/2013 10:01,21/07/2013 10:25,152,Warren St & Church St,40.71473993,-74.00910627,388,W 26 St & 10 Ave,40.74971775,-74.00295035,17945,Customer,\N,0
314,269,21/07/2013 10:16,21/07/2013 10:20,466,W 25 St & 6 Ave,40.74395411,-73.99144871,388,W 26 St & 10 Ave,40.74971775,-74.00295035,20331,Subscriber,1969,1
315,235,21/07/2013 10:22,21/07/2013 10:26,325,E 19 St & 3 Ave,40.73624527,-73.98473765,388,W 26 St & 10 Ave,40.74971775,-74.00295035,18536,Subscriber,1980,2
316,182,21/07/2013 10:25,21/07/2013 10:28,388,W 26 St & 10 Ave,40.74971775,-74.00295035,494,W 26 St & 8 Ave,40.74734825,-73.99723551,20292,Subscriber,1977,1
317,1082,21/07/2013 10:35,21/07/2013 10:53,388,W 26 St & 10 Ave,40.74971775,-74.00295035,281,Grand Army Plaza & Central Park S,40.7643971,-73.97371465,17945,Customer,\N,0
318,356,21/07/2013 10:53,21/07/2013 10:59,478,11 Ave & W 41 St,40.76030096,-73.99884222,388,W 26 St & 10 Ave,40.74971775,-74.00295035,19662,Subscriber,1985,2
319,2473,21/07/2013 10:53,21/07/2013 11:35,514,12 Ave & W 40 St,40.76087502,-74.00277668,388,W 26 St & 10 Ave,40.74971775,-74.00295035,14761,Subscriber,1970,2
320,632,21/07/2013 10:56,21/07/2013 11:06,388,W 26 St & 10 Ave,40.74971775,-74.00295035,463,9 Ave & W 16 St,40.74206539,-74.00443172,16841,Customer,\N,0
321,619,21/07/2013 10:56,21/07/2013 11:06,388,W 26 St & 10 Ave,40.74971775,-74.00295035,463,9 Ave & W 16 St,40.74206539,-74.00443172,19761,Customer,\N,0
322,1531,21/07/2013 10:58,21/07/2013 11:23,388,W 26 St & 10 Ave,40.74971775,-74.00295035,2010,Grand St & Greene St,40.72165481,-74.00234737,19212,Customer,\N,0
323,1501,21/07/2013 10:58,21/07/2013 11:23,388,W 26 St & 10 Ave,40.74971775,-74.00295035,2010,Grand St & Greene St,40.72165481,-74.00234737,18031,Subscriber,1967,2
324,390,21/07/2013 11:07,21/07/2013 11:14,388,W 26 St & 10 Ave,40.74971775,-74.00295035,466,W 25 St & 6 Ave,40.74395411,-73.99144871,18780,Subscriber,1969,1
325,1210,21/07/2013 11:10,21/07/2013 11:30,388,W 26 St & 10 Ave,40.74971775,-74.00295035,147,Greenwich St & Warren St,40.71542197,-74.01121978,16352,Subscriber,1982,2
326,1358,21/07/2013 11:21,21/07/2013 11:44,388,W 26 St & 10 Ave,40.74971775,-74.00295035,428,E 3 St & 1 Ave,40.72467721,-73.98783413,19471,Subscriber,1977,1
327,853,21/07/2013 11:26,21/07/2013 11:40,388,W 26 St & 10 Ave,40.74971775,-74.00295035,328,Watts St & Greenwich St,40.72405549,-74.00965965,20331,Subscriber,1983,2
328,926,21/07/2013 11:26,21/07/2013 11:41,388,W 26 St & 10 Ave,40.74971775,-74.00295035,469,Broadway & W 53 St,40.76344058,-73.98268129,20343,Subscriber,1973,1
329,1764,21/07/2013 11:35,21/07/2013 12:04,388,W 26 St & 10 Ave,40.74971775,-74.00295035,363,West Thames St,40.70834698,-74.01713445,14761,Subscriber,1970,2
330,435,21/07/2013 11:38,21/07/2013 11:45,388,W 26 St & 10 Ave,40.74971775,-74.00295035,515,W 43 St & 10 Ave,40.76009437,-73.99461843,19662,Subscriber,1985,2
331,652,21/07/2013 11:50,21/07/2013 12:01,388,W 26 St & 10 Ave,40.74971775,-74.00295035,446,W 24 St & 7 Ave,40.74487634,-73.99529885,18536,Subscriber,1983,1
332,651,21/07/2013 11:50,21/07/2013 12:01,388,W 26 St & 10 Ave,40.74971775,-74.00295035,446,W 24 St & 7 Ave,40.74487634,-73.99529885,14586,Subscriber,1979,1
333,1113,21/07/2013 11:51,21/07/2013 12:09,388,W 26 St & 10 Ave,40.74971775,-74.00295035,247,Perry St & Bleecker St,40.73535398,-74.00483091,14759,Subscriber,1985,2
334,1215,21/07/2013 12:05,21/07/2013 12:25,507,E 25 St & 2 Ave,40.73912601,-73.97973776,388,W 26 St & 10 Ave,40.74971775,-74.00295035,20352,Customer,\N,0
335,1126,21/07/2013 12:24,21/07/2013 12:42,426,West St & Chambers St,40.71754834,-74.01322069,388,W 26 St & 10 Ave,40.74971775,-74.00295035,14812,Customer,\N,0
336,1358,21/07/2013 12:25,21/07/2013 12:48,388,W 26 St & 10 Ave,40.74971775,-74.00295035,212,W 16 St & The High Line,40.74334935,-74.00681753,20352,Customer,\N,0
337,344,21/07/2013 12:35,21/07/2013 12:41,521,8 Ave & W 31 St,40.75044999,-73.99481051,388,W 26 St & 10 Ave,40.74971775,-74.00295035,16536,Subscriber,1972,1
338,1430,21/07/2013 12:39,21/07/2013 13:03,375,Mercer St & Bleecker St,40.72679454,-73.99695094,388,W 26 St & 10 Ave,40.74971775,-74.00295035,17260,Subscriber,1981,1
339,1312,21/07/2013 12:44,21/07/2013 13:06,388,W 26 St & 10 Ave,40.74971775,-74.00295035,284,Greenwich Ave & 8 Ave,40.73901691,-74.00263761,14812,Customer,\N,0
340,602,21/07/2013 12:50,21/07/2013 13:00,388,W 26 St & 10 Ave,40.74971775,-74.00295035,462,W 22 St & 10 Ave,40.74691959,-74.00451887,16536,Customer,\N,0
341,1390,21/07/2013 13:04,21/07/2013 13:27,329,Greenwich St & N Moore St,40.72043411,-74.01020609,388,W 26 St & 10 Ave,40.74971775,-74.00295035,16331,Customer,\N,0
342,427,21/07/2013 13:07,21/07/2013 13:15,284,Greenwich Ave & 8 Ave,40.73901691,-74.00263761,388,W 26 St & 10 Ave,40.74971775,-74.00295035,16850,Subscriber,1958,1
343,634,21/07/2013 13:22,21/07/2013 13:33,388,W 26 St & 10 Ave,40.74971775,-74.00295035,461,E 20 St & 2 Ave,40.73587678,-73.98205027,16850,Subscriber,1966,1
344,507,21/07/2013 13:27,21/07/2013 13:35,499,Broadway & W 60 St,40.76915505,-73.98191841,388,W 26 St & 10 Ave,40.74971775,-74.00295035,15744,Subscriber,1981,1
345,1333,21/07/2013 13:31,21/07/2013 13:53,388,W 26 St & 10 Ave,40.74971775,-74.00295035,347,W Houston St & Hudson St,40.72873888,-74.00748842,17719,Customer,\N,0
346,262,21/07/2013 13:33,21/07/2013 13:37,509,9 Ave & W 22 St,40.7454973,-74.00197139,388,W 26 St & 10 Ave,40.74971775,-74.00295035,17193,Subscriber,1988,1
347,2610,21/07/2013 13:38,21/07/2013 14:21,304,Broadway & Battery Pl,40.70463334,-74.01361706,388,W 26 St & 10 Ave,40.74971775,-74.00295035,18976,Customer,\N,0
348,2371,21/07/2013 13:42,21/07/2013 14:21,304,Broadway & Battery Pl,40.70463334,-74.01361706,388,W 26 St & 10 Ave,40.74971775,-74.00295035,16932,Customer,\N,0
349,242,21/07/2013 13:46,21/07/2013 13:50,388,W 26 St & 10 Ave,40.74971775,-74.00295035,480,W 53 St & 10 Ave,40.76669671,-73.99061728,15744,Subscriber,1991,1
350,1632,21/07/2013 13:55,21/07/2013 14:22,2008,Little West St & 1 Pl,40.70569254,-74.01677685,388,W 26 St & 10 Ave,40.74971775,-74.00295035,18425,Customer,\N,0
351,1591,21/07/2013 13:55,21/07/2013 14:21,487,E 20 St & FDR Drive,40.73314259,-73.97573881,388,W 26 St & 10 Ave,40.74971775,-74.00295035,17664,Customer,\N,0
352,329,21/07/2013 13:57,21/07/2013 14:02,337,Old Slip & Front St,40.7037992,-74.00838676,388,W 26 St & 10 Ave,40.74971775,-74.00295035,19181,Subscriber,1956,1
353,928,21/07/2013 13:59,21/07/2013 14:15,388,W 26 St & 10 Ave,40.74971775,-74.00295035,461,E 20 St & 2 Ave,40.73587678,-73.98205027,16331,Subscriber,1958,1
354,729,21/07/2013 14:08,21/07/2013 14:20,388,W 26 St & 10 Ave,40.74971775,-74.00295035,212,W 16 St & The High Line,40.74334935,-74.00681753,19181,Customer,\N,0
355,721,21/07/2013 14:08,21/07/2013 14:20,388,W 26 St & 10 Ave,40.74971775,-74.00295035,212,W 16 St & The High Line,40.74334935,-74.00681753,17193,Customer,\N,0
356,2961,21/07/2013 14:10,21/07/2013 15:00,383,Greenwich Ave & Charles St,40.735238,-74.000271,388,W 26 St & 10 Ave,40.74971775,-74.00295035,15735,Subscriber,1980,1
357,360,21/07/2013 14:12,21/07/2013 14:18,388,W 26 St & 10 Ave,40.74971775,-74.00295035,477,W 41 St & 8 Ave,40.75640548,-73.9900262,15780,Customer,\N,0
358,976,21/07/2013 14:13,21/07/2013 14:29,388,W 26 St & 10 Ave,40.74971775,-74.00295035,280,E 10 St & 5 Ave,40.73331967,-73.99510132,16378,Subscriber,1986,2
359,1296,21/07/2013 14:18,21/07/2013 14:40,358,Christopher St & Greenwich St,40.73291553,-74.00711384,388,W 26 St & 10 Ave,40.74971775,-74.00295035,16478,Subscriber,1949,2
